shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
4983,4983,3/8/2024,FedEx,TRK349354,3/15/2024,Shipped
4984,4984,11/8/2023,UPS,TRK581395,11/14/2023,Shipped
4985,4985,1/24/2024,DHL,TRK685179,1/27/2024,Pending
4986,4986,1/29/2024,FedEx,TRK670121,2/2/2024,Shipped
4987,4987,2/26/2024,UPS,TRK588204,3/4/2024,Shipped
4988,4988,5/30/2024,DHL,TRK824934,6/6/2024,Delivered
4989,4989,5/8/2024,FedEx,TRK552433,5/13/2024,Delivered
4990,4990,4/18/2024,UPS,TRK617134,4/20/2024,Delivered
4991,4991,10/19/2024,DHL,TRK522485,10/23/2024,Cancelled
4992,4992,5/31/2024,FedEx,TRK653668,6/7/2024,Delivered
4993,4993,1/4/2024,UPS,TRK253781,1/8/2024,Shipped
4994,4994,7/21/2024,DHL,TRK839422,7/22/2024,Delivered
4995,4995,9/1/2024,FedEx,TRK476328,9/8/2024,Delivered
4996,4996,2/16/2024,UPS,TRK713206,2/18/2024,Pending
4997,4997,3/24/2024,DHL,TRK170555,3/31/2024,Shipped
4998,4998,10/9/2024,FedEx,TRK546271,10/10/2024,Shipped
4999,4999,11/28/2023,UPS,TRK941631,12/5/2023,Pending
5000,5000,3/10/2024,DHL,TRK364182,3/11/2024,Shipped
5001,5001,4/11/2024,FedEx,TRK128899,4/17/2024,Pending
5002,5002,6/22/2024,UPS,TRK715598,6/28/2024,Delivered
5003,5003,1/25/2024,DHL,TRK708324,1/31/2024,Cancelled
5004,5004,9/28/2024,FedEx,TRK837712,10/5/2024,Delivered
5005,5005,12/4/2023,UPS,TRK250766,12/11/2023,Delivered
5006,5006,8/11/2024,DHL,TRK754630,8/16/2024,Shipped
5007,5007,11/5/2024,FedEx,TRK149347,11/8/2024,Delivered
5008,5008,12/16/2023,UPS,TRK276647,12/19/2023,Shipped
5009,5009,5/10/2024,DHL,TRK894854,5/15/2024,Shipped
5010,5010,4/27/2024,FedEx,TRK955105,4/30/2024,Delivered
5011,5011,8/21/2024,UPS,TRK292196,8/23/2024,Shipped
5012,5012,10/11/2024,DHL,TRK430192,10/15/2024,Pending
5013,5013,7/26/2024,FedEx,TRK608482,7/29/2024,Delivered
5014,5014,7/24/2024,UPS,TRK179520,7/31/2024,Cancelled
5015,5015,2/11/2024,DHL,TRK819542,2/17/2024,Pending
5016,5016,2/18/2024,FedEx,TRK850422,2/22/2024,Cancelled
5017,5017,7/31/2024,UPS,TRK063099,8/2/2024,Pending
5018,5018,2/2/2024,DHL,TRK754715,2/7/2024,Pending
5019,5019,10/26/2024,FedEx,TRK721173,10/28/2024,Shipped
5020,5020,8/26/2024,UPS,TRK100210,8/28/2024,Shipped
5021,5021,1/12/2024,DHL,TRK725024,1/15/2024,Cancelled
5022,5022,12/14/2023,FedEx,TRK126753,12/15/2023,Delivered
5023,5023,1/10/2024,UPS,TRK775837,1/17/2024,Shipped
5024,5024,9/26/2024,DHL,TRK190444,9/30/2024,Cancelled
5025,5025,7/1/2024,FedEx,TRK672453,7/6/2024,Shipped
5026,5026,12/25/2023,UPS,TRK597819,12/28/2023,Delivered
5027,5027,9/4/2024,DHL,TRK274041,9/10/2024,Delivered
5028,5028,10/28/2024,FedEx,TRK776264,11/1/2024,Shipped
5029,5029,11/24/2023,UPS,TRK782709,11/25/2023,Delivered
5030,5030,10/2/2024,DHL,TRK087575,10/8/2024,Shipped
5031,5031,3/4/2024,FedEx,TRK780849,3/10/2024,Pending
5032,5032,9/4/2024,UPS,TRK717909,9/6/2024,Shipped
5033,5033,8/2/2024,DHL,TRK787161,8/4/2024,Pending
5034,5034,11/25/2023,FedEx,TRK529662,12/1/2023,Shipped
5035,5035,5/2/2024,UPS,TRK847491,5/6/2024,Delivered
5036,5036,7/2/2024,DHL,TRK751136,7/7/2024,Shipped
5037,5037,6/2/2024,FedEx,TRK892006,6/5/2024,Shipped
5038,5038,9/11/2024,UPS,TRK911305,9/18/2024,Delivered
5039,5039,7/27/2024,DHL,TRK297763,7/28/2024,Shipped
5040,5040,6/8/2024,FedEx,TRK866371,6/13/2024,Delivered
5041,5041,12/26/2023,UPS,TRK848579,1/1/2024,Shipped
5042,5042,1/5/2024,DHL,TRK812880,1/10/2024,Pending
5043,5043,11/27/2023,FedEx,TRK836374,12/2/2023,Delivered
5044,5044,4/20/2024,UPS,TRK028454,4/22/2024,Delivered
5045,5045,9/20/2024,DHL,TRK066581,9/26/2024,Delivered
5046,5046,1/5/2024,FedEx,TRK592059,1/7/2024,Shipped
5047,5047,2/11/2024,UPS,TRK757196,2/17/2024,Delivered
5048,5048,4/19/2024,DHL,TRK459219,4/24/2024,Shipped
5049,5049,9/21/2024,FedEx,TRK659005,9/24/2024,Shipped
5050,5050,3/26/2024,UPS,TRK961690,3/30/2024,Delivered
5051,5051,11/5/2024,DHL,TRK691024,11/9/2024,Shipped
5052,5052,8/28/2024,FedEx,TRK077168,8/29/2024,Pending
5053,5053,2/27/2024,UPS,TRK079189,2/29/2024,Delivered
5054,5054,11/4/2024,DHL,TRK560963,11/10/2024,Delivered
5055,5055,11/11/2023,FedEx,TRK068224,11/14/2023,Delivered
5056,5056,12/19/2023,UPS,TRK424158,12/21/2023,Delivered
5057,5057,1/14/2024,DHL,TRK778840,1/22/2024,Pending
5058,5058,11/29/2023,FedEx,TRK456171,12/3/2023,Delivered
5059,5059,9/15/2024,UPS,TRK669093,9/21/2024,Delivered
5060,5060,10/19/2024,DHL,TRK726902,10/23/2024,Pending
5061,5061,3/20/2024,FedEx,TRK919954,3/22/2024,Delivered
5062,5062,3/17/2024,UPS,TRK862627,3/24/2024,Pending
5063,5063,3/21/2024,DHL,TRK012900,3/25/2024,Delivered
5064,5064,1/31/2024,FedEx,TRK455957,2/4/2024,Cancelled
5065,5065,1/3/2024,UPS,TRK426530,1/6/2024,Delivered
5066,5066,9/25/2024,DHL,TRK229010,9/30/2024,Shipped
5067,5067,12/25/2023,FedEx,TRK445417,12/30/2023,Delivered
5068,5068,10/6/2024,UPS,TRK716281,10/8/2024,Shipped
5069,5069,8/17/2024,DHL,TRK136331,8/24/2024,Delivered
5070,5070,10/4/2024,FedEx,TRK659449,10/5/2024,Delivered
5071,5071,8/5/2024,UPS,TRK748398,8/12/2024,Delivered
5072,5072,12/29/2023,DHL,TRK439573,1/1/2024,Shipped
5073,5073,7/8/2024,FedEx,TRK250023,7/13/2024,Delivered
5074,5074,5/26/2024,UPS,TRK018460,5/27/2024,Shipped
5075,5075,3/11/2024,DHL,TRK876079,3/18/2024,Shipped
5076,5076,8/15/2024,FedEx,TRK471408,8/18/2024,Shipped
5077,5077,9/8/2024,UPS,TRK192454,9/15/2024,Delivered
5078,5078,4/17/2024,DHL,TRK975731,4/21/2024,Shipped
5079,5079,12/1/2023,FedEx,TRK459297,12/3/2023,Delivered
5080,5080,2/25/2024,UPS,TRK484281,3/2/2024,Pending
5081,5081,2/3/2024,DHL,TRK695076,2/10/2024,Pending
5082,5082,1/7/2024,FedEx,TRK382529,1/14/2024,Delivered
5083,5083,8/17/2024,UPS,TRK491648,8/24/2024,Delivered
5084,5084,12/31/2023,DHL,TRK501564,1/4/2024,Shipped
5085,5085,10/6/2024,FedEx,TRK187933,10/7/2024,Pending
5086,5086,5/28/2024,UPS,TRK321009,6/3/2024,Cancelled
5087,5087,8/14/2024,DHL,TRK664947,8/18/2024,Delivered
5088,5088,9/13/2024,FedEx,TRK699469,9/17/2024,Shipped
5089,5089,11/26/2023,UPS,TRK553364,12/4/2023,Pending
5090,5090,5/28/2024,DHL,TRK161426,5/30/2024,Shipped
5091,5091,9/4/2024,FedEx,TRK054285,9/7/2024,Pending
5092,5092,1/1/2024,UPS,TRK168137,1/5/2024,Delivered
5093,5093,4/11/2024,DHL,TRK465421,4/18/2024,Delivered
5094,5094,1/13/2024,FedEx,TRK701797,1/17/2024,Pending
5095,5095,2/26/2024,UPS,TRK544127,3/2/2024,Shipped
5096,5096,6/3/2024,DHL,TRK546896,6/11/2024,Delivered
5097,5097,9/20/2024,FedEx,TRK588075,9/22/2024,Pending
5098,5098,4/30/2024,UPS,TRK656110,5/3/2024,Shipped
5099,5099,3/8/2024,DHL,TRK676515,3/12/2024,Shipped
5100,5100,3/31/2024,FedEx,TRK624635,4/4/2024,Shipped
5101,5101,11/21/2023,UPS,TRK175687,11/25/2023,Delivered
5102,5102,7/14/2024,DHL,TRK594022,7/22/2024,Shipped
5103,5103,7/24/2024,FedEx,TRK547543,7/31/2024,Shipped
5104,5104,1/23/2024,UPS,TRK512092,1/30/2024,Delivered
5105,5105,10/28/2024,DHL,TRK585798,11/1/2024,Delivered
5106,5106,6/17/2024,FedEx,TRK642779,6/22/2024,Shipped
5107,5107,1/10/2024,UPS,TRK326171,1/13/2024,Delivered
5108,5108,8/16/2024,DHL,TRK666086,8/17/2024,Pending
5109,5109,7/21/2024,FedEx,TRK945381,7/25/2024,Delivered
5110,5110,3/14/2024,UPS,TRK945966,3/17/2024,Pending
5111,5111,8/26/2024,DHL,TRK384406,8/30/2024,Shipped
5112,5112,1/9/2024,FedEx,TRK703982,1/12/2024,Pending
5113,5113,4/3/2024,UPS,TRK094213,4/7/2024,Shipped
5114,5114,11/15/2023,DHL,TRK127716,11/20/2023,Delivered
5115,5115,8/2/2024,FedEx,TRK319022,8/10/2024,Shipped
5116,5116,4/23/2024,UPS,TRK850463,4/24/2024,Cancelled
5117,5117,1/20/2024,DHL,TRK602971,1/22/2024,Pending
5118,5118,6/6/2024,FedEx,TRK124847,6/7/2024,Pending
5119,5119,4/16/2024,UPS,TRK407624,4/22/2024,Delivered
5120,5120,12/18/2023,DHL,TRK950291,12/23/2023,Delivered
5121,5121,7/10/2024,FedEx,TRK095811,7/13/2024,Cancelled
5122,5122,11/28/2023,UPS,TRK938421,12/2/2023,Shipped
5123,5123,2/25/2024,DHL,TRK503611,3/2/2024,Delivered
5124,5124,7/13/2024,FedEx,TRK040263,7/19/2024,Cancelled
5125,5125,8/31/2024,UPS,TRK928193,9/5/2024,Pending
5126,5126,3/28/2024,DHL,TRK175240,3/31/2024,Shipped
5127,5127,6/16/2024,FedEx,TRK075278,6/23/2024,Delivered
5128,5128,2/29/2024,UPS,TRK690559,3/5/2024,Pending
5129,5129,7/14/2024,DHL,TRK068001,7/19/2024,Pending
5130,5130,1/25/2024,FedEx,TRK708863,2/1/2024,Delivered
5131,5131,6/29/2024,UPS,TRK305087,7/3/2024,Shipped
5132,5132,7/8/2024,DHL,TRK126881,7/14/2024,Delivered
5133,5133,2/28/2024,FedEx,TRK049598,3/4/2024,Delivered
5134,5134,12/21/2023,UPS,TRK391567,12/23/2023,Shipped
5135,5135,11/21/2023,DHL,TRK186163,11/23/2023,Shipped
5136,5136,12/1/2023,FedEx,TRK526197,12/6/2023,Pending
5137,5137,5/8/2024,UPS,TRK720296,5/15/2024,Delivered
5138,5138,3/30/2024,DHL,TRK946943,3/31/2024,Pending
5139,5139,10/14/2024,FedEx,TRK602902,10/16/2024,Shipped
5140,5140,8/5/2024,UPS,TRK940758,8/12/2024,Shipped
5141,5141,3/6/2024,DHL,TRK898269,3/12/2024,Pending
5142,5142,7/22/2024,FedEx,TRK316428,7/30/2024,Delivered
5143,5143,11/30/2023,UPS,TRK451126,12/5/2023,Delivered
5144,5144,2/20/2024,DHL,TRK612232,2/24/2024,Delivered
5145,5145,10/27/2024,FedEx,TRK976531,11/2/2024,Delivered
5146,5146,2/13/2024,UPS,TRK131780,2/15/2024,Delivered
5147,5147,7/1/2024,DHL,TRK651720,7/7/2024,Delivered
5148,5148,6/19/2024,FedEx,TRK117163,6/26/2024,Shipped
5149,5149,11/2/2024,UPS,TRK874289,11/4/2024,Shipped
5150,5150,12/20/2023,DHL,TRK315289,12/24/2023,Pending
5151,5151,5/21/2024,FedEx,TRK886552,5/23/2024,Delivered
5152,5152,10/12/2024,UPS,TRK336023,10/16/2024,Delivered
5153,5153,8/28/2024,DHL,TRK726270,9/2/2024,Pending
5154,5154,1/25/2024,FedEx,TRK247031,1/28/2024,Cancelled
5155,5155,4/14/2024,UPS,TRK230488,4/20/2024,Pending
5156,5156,4/4/2024,DHL,TRK359467,4/6/2024,Pending
5157,5157,8/31/2024,FedEx,TRK971796,9/7/2024,Pending
5158,5158,1/27/2024,UPS,TRK265601,2/2/2024,Pending
5159,5159,8/23/2024,DHL,TRK907479,8/25/2024,Pending
5160,5160,2/9/2024,FedEx,TRK767933,2/16/2024,Shipped
5161,5161,1/6/2024,UPS,TRK281812,1/12/2024,Pending
5162,5162,11/24/2023,DHL,TRK847236,11/28/2023,Shipped
5163,5163,11/23/2023,FedEx,TRK748249,11/30/2023,Pending
5164,5164,2/22/2024,UPS,TRK546951,2/24/2024,Shipped
5165,5165,8/8/2024,DHL,TRK883482,8/10/2024,Shipped
5166,5166,6/14/2024,FedEx,TRK555718,6/15/2024,Delivered
5167,5167,3/18/2024,UPS,TRK353714,3/23/2024,Shipped
5168,5168,6/17/2024,DHL,TRK849088,6/24/2024,Pending
5169,5169,6/13/2024,FedEx,TRK700473,6/16/2024,Shipped
5170,5170,6/21/2024,UPS,TRK723543,6/27/2024,Delivered
5171,5171,11/23/2023,DHL,TRK561983,11/28/2023,Pending
5172,5172,3/12/2024,FedEx,TRK958541,3/15/2024,Pending
5173,5173,4/17/2024,UPS,TRK067285,4/23/2024,Pending
5174,5174,2/10/2024,DHL,TRK773404,2/12/2024,Pending
5175,5175,11/12/2023,FedEx,TRK347068,11/14/2023,Pending
5176,5176,8/31/2024,UPS,TRK260782,9/3/2024,Shipped
5177,5177,1/30/2024,DHL,TRK082390,2/6/2024,Cancelled
5178,5178,8/19/2024,FedEx,TRK805416,8/22/2024,Pending
5179,5179,5/29/2024,UPS,TRK481602,5/31/2024,Pending
5180,5180,4/4/2024,DHL,TRK790647,4/9/2024,Shipped
5181,5181,11/3/2024,FedEx,TRK706113,11/6/2024,Shipped
5182,5182,1/19/2024,UPS,TRK885280,1/21/2024,Shipped
5183,5183,2/7/2024,DHL,TRK856715,2/10/2024,Pending
5184,5184,2/10/2024,FedEx,TRK738892,2/17/2024,Delivered
5185,5185,2/6/2024,UPS,TRK984400,2/10/2024,Shipped
5186,5186,5/29/2024,DHL,TRK512961,6/5/2024,Shipped
5187,5187,1/8/2024,FedEx,TRK201540,1/15/2024,Delivered
5188,5188,3/5/2024,UPS,TRK246573,3/9/2024,Delivered
5189,5189,5/29/2024,DHL,TRK035295,6/3/2024,Delivered
5190,5190,1/10/2024,FedEx,TRK628421,1/17/2024,Pending
5191,5191,7/17/2024,UPS,TRK210450,7/23/2024,Shipped
5192,5192,3/18/2024,DHL,TRK229838,3/24/2024,Delivered
5193,5193,7/25/2024,FedEx,TRK119083,7/30/2024,Shipped
5194,5194,2/3/2024,UPS,TRK848453,2/6/2024,Delivered
5195,5195,12/30/2023,DHL,TRK527317,12/31/2023,Delivered
5196,5196,6/10/2024,FedEx,TRK503979,6/15/2024,Pending
5197,5197,11/13/2023,UPS,TRK937130,11/17/2023,Pending
5198,5198,5/4/2024,DHL,TRK784708,5/10/2024,Delivered
5199,5199,10/15/2024,FedEx,TRK877840,10/18/2024,Shipped
5200,5200,9/23/2024,UPS,TRK847346,9/24/2024,Shipped
5201,5201,5/9/2024,DHL,TRK993003,5/14/2024,Delivered
5202,5202,6/1/2024,FedEx,TRK345876,6/6/2024,Delivered
5203,5203,8/23/2024,UPS,TRK174388,8/25/2024,Delivered
5204,5204,5/14/2024,DHL,TRK543009,5/17/2024,Shipped
5205,5205,6/3/2024,FedEx,TRK990871,6/5/2024,Shipped
5206,5206,3/25/2024,UPS,TRK747550,3/30/2024,Shipped
5207,5207,2/18/2024,DHL,TRK280914,2/24/2024,Shipped
5208,5208,6/1/2024,FedEx,TRK241270,6/8/2024,Delivered
5209,5209,1/9/2024,UPS,TRK745636,1/13/2024,Delivered
5210,5210,3/7/2024,DHL,TRK790206,3/10/2024,Shipped
5211,5211,7/23/2024,FedEx,TRK427475,7/31/2024,Pending
5212,5212,9/14/2024,UPS,TRK352544,9/16/2024,Shipped
5213,5213,11/16/2023,DHL,TRK539669,11/18/2023,Delivered
5214,5214,8/15/2024,FedEx,TRK890948,8/17/2024,Pending
5215,5215,8/19/2024,UPS,TRK120950,8/22/2024,Shipped
5216,5216,8/30/2024,DHL,TRK655375,9/2/2024,Shipped
5217,5217,3/13/2024,FedEx,TRK929612,3/18/2024,Delivered
5218,5218,8/4/2024,UPS,TRK899397,8/7/2024,Delivered
5219,5219,3/26/2024,DHL,TRK954399,3/29/2024,Shipped
5220,5220,2/18/2024,FedEx,TRK285935,2/24/2024,Shipped
5221,5221,12/2/2023,UPS,TRK660735,12/10/2023,Cancelled
5222,5222,9/19/2024,DHL,TRK221659,9/20/2024,Pending
5223,5223,1/10/2024,FedEx,TRK255869,1/15/2024,Pending
5224,5224,3/1/2024,UPS,TRK192024,3/3/2024,Delivered
5225,5225,5/16/2024,DHL,TRK853288,5/18/2024,Shipped
5226,5226,4/15/2024,FedEx,TRK442851,4/22/2024,Delivered
5227,5227,2/22/2024,UPS,TRK010446,2/29/2024,Delivered
5228,5228,7/14/2024,DHL,TRK811296,7/19/2024,Delivered
5229,5229,6/5/2024,FedEx,TRK219904,6/11/2024,Delivered
5230,5230,7/11/2024,UPS,TRK330602,7/13/2024,Pending
5231,5231,4/9/2024,DHL,TRK830537,4/12/2024,Cancelled
5232,5232,7/9/2024,FedEx,TRK178366,7/13/2024,Delivered
5233,5233,11/9/2023,UPS,TRK773827,11/10/2023,Pending
5234,5234,7/9/2024,DHL,TRK784208,7/14/2024,Delivered
5235,5235,6/9/2024,FedEx,TRK422675,6/16/2024,Pending
5236,5236,5/23/2024,UPS,TRK529865,5/24/2024,Delivered
5237,5237,2/8/2024,DHL,TRK961529,2/10/2024,Delivered
5238,5238,7/16/2024,FedEx,TRK509059,7/18/2024,Delivered
5239,5239,3/7/2024,UPS,TRK606904,3/12/2024,Delivered
5240,5240,2/8/2024,DHL,TRK150880,2/11/2024,Pending
5241,5241,11/27/2023,FedEx,TRK520005,12/3/2023,Shipped
5242,5242,2/13/2024,UPS,TRK478948,2/18/2024,Delivered
5243,5243,2/10/2024,DHL,TRK782351,2/11/2024,Pending
5244,5244,11/18/2023,FedEx,TRK991441,11/20/2023,Shipped
5245,5245,2/17/2024,UPS,TRK965390,2/21/2024,Pending
5246,5246,12/14/2023,DHL,TRK824651,12/17/2023,Cancelled
5247,5247,7/20/2024,FedEx,TRK672569,7/25/2024,Shipped
5248,5248,11/5/2024,UPS,TRK690518,11/13/2024,Shipped
5249,5249,10/29/2024,DHL,TRK276205,11/5/2024,Shipped
5250,5250,11/18/2023,FedEx,TRK716244,11/21/2023,Cancelled
5251,5251,12/9/2023,UPS,TRK985885,12/11/2023,Delivered
5252,5252,6/28/2024,DHL,TRK108757,7/5/2024,Pending
5253,5253,6/16/2024,FedEx,TRK328045,6/19/2024,Pending
5254,5254,9/13/2024,UPS,TRK690642,9/16/2024,Delivered
5255,5255,2/21/2024,DHL,TRK041961,2/26/2024,Pending
5256,5256,3/11/2024,FedEx,TRK205801,3/13/2024,Delivered
5257,5257,2/24/2024,UPS,TRK256304,2/27/2024,Delivered
5258,5258,10/8/2024,DHL,TRK455772,10/11/2024,Shipped
5259,5259,3/27/2024,FedEx,TRK605201,4/3/2024,Delivered
5260,5260,8/3/2024,UPS,TRK334749,8/7/2024,Shipped
5261,5261,10/9/2024,DHL,TRK190321,10/11/2024,Delivered
5262,5262,6/10/2024,FedEx,TRK751614,6/12/2024,Cancelled
5263,5263,4/1/2024,UPS,TRK119298,4/3/2024,Pending
5264,5264,5/18/2024,DHL,TRK518733,5/20/2024,Shipped
5265,5265,8/19/2024,FedEx,TRK909153,8/24/2024,Shipped
5266,5266,11/17/2023,UPS,TRK311561,11/23/2023,Shipped
5267,5267,6/20/2024,DHL,TRK865753,6/25/2024,Delivered
5268,5268,4/21/2024,FedEx,TRK291134,4/25/2024,Shipped
5269,5269,10/28/2024,UPS,TRK938277,11/3/2024,Shipped
5270,5270,11/20/2023,DHL,TRK374051,11/25/2023,Pending
5271,5271,7/9/2024,FedEx,TRK749755,7/10/2024,Shipped
5272,5272,8/13/2024,UPS,TRK755129,8/16/2024,Cancelled
5273,5273,4/16/2024,DHL,TRK425249,4/17/2024,Pending
5274,5274,10/6/2024,FedEx,TRK620665,10/9/2024,Pending
5275,5275,5/16/2024,UPS,TRK765278,5/20/2024,Delivered
5276,5276,10/8/2024,DHL,TRK538701,10/11/2024,Shipped
5277,5277,12/13/2023,FedEx,TRK494682,12/18/2023,Cancelled
5278,5278,10/26/2024,UPS,TRK706310,11/2/2024,Delivered
5279,5279,7/3/2024,DHL,TRK979630,7/5/2024,Shipped
5280,5280,3/31/2024,FedEx,TRK059963,4/6/2024,Shipped
5281,5281,9/11/2024,UPS,TRK852951,9/15/2024,Pending
5282,5282,10/22/2024,DHL,TRK951314,10/27/2024,Shipped
5283,5283,6/15/2024,FedEx,TRK294188,6/17/2024,Delivered
5284,5284,10/18/2024,UPS,TRK116660,10/24/2024,Delivered
5285,5285,4/11/2024,DHL,TRK867977,4/16/2024,Delivered
5286,5286,9/28/2024,FedEx,TRK994014,9/30/2024,Pending
5287,5287,9/19/2024,UPS,TRK945679,9/21/2024,Delivered
5288,5288,11/14/2023,DHL,TRK672770,11/19/2023,Delivered
5289,5289,9/23/2024,FedEx,TRK541698,9/27/2024,Shipped
5290,5290,5/4/2024,UPS,TRK024814,5/8/2024,Shipped
5291,5291,4/7/2024,DHL,TRK981453,4/13/2024,Pending
5292,5292,8/4/2024,FedEx,TRK073891,8/10/2024,Shipped
5293,5293,2/28/2024,UPS,TRK553055,3/3/2024,Shipped
5294,5294,2/16/2024,DHL,TRK852483,2/22/2024,Pending
5295,5295,10/27/2024,FedEx,TRK752343,10/30/2024,Pending
5296,5296,1/10/2024,UPS,TRK978035,1/14/2024,Pending
5297,5297,7/27/2024,DHL,TRK623167,8/2/2024,Delivered
5298,5298,6/12/2024,FedEx,TRK776376,6/17/2024,Pending
5299,5299,1/3/2024,UPS,TRK090064,1/6/2024,Pending
5300,5300,9/8/2024,DHL,TRK199139,9/12/2024,Delivered
5301,5301,7/18/2024,FedEx,TRK778893,7/25/2024,Pending
5302,5302,5/25/2024,UPS,TRK738926,5/28/2024,Shipped
5303,5303,11/29/2023,DHL,TRK462024,12/1/2023,Pending
5304,5304,11/11/2023,FedEx,TRK694230,11/16/2023,Delivered
5305,5305,9/14/2024,UPS,TRK569781,9/19/2024,Delivered
5306,5306,7/11/2024,DHL,TRK821214,7/16/2024,Shipped
5307,5307,1/2/2024,FedEx,TRK355097,1/9/2024,Delivered
5308,5308,7/22/2024,UPS,TRK341862,7/25/2024,Delivered
5309,5309,1/20/2024,DHL,TRK722876,1/25/2024,Pending
5310,5310,5/19/2024,FedEx,TRK851328,5/27/2024,Cancelled
5311,5311,9/28/2024,UPS,TRK020640,9/30/2024,Shipped
5312,5312,6/28/2024,DHL,TRK619223,6/29/2024,Pending
5313,5313,12/15/2023,FedEx,TRK314414,12/17/2023,Pending
5314,5314,7/15/2024,UPS,TRK120681,7/17/2024,Delivered
5315,5315,4/1/2024,DHL,TRK287014,4/5/2024,Shipped
5316,5316,5/26/2024,FedEx,TRK198029,6/3/2024,Shipped
5317,5317,9/22/2024,UPS,TRK975639,9/26/2024,Pending
5318,5318,10/7/2024,DHL,TRK670198,10/12/2024,Shipped
5319,5319,1/22/2024,FedEx,TRK623362,1/27/2024,Delivered
5320,5320,8/25/2024,UPS,TRK654034,8/29/2024,Delivered
5321,5321,6/25/2024,DHL,TRK145399,6/29/2024,Shipped
5322,5322,3/27/2024,FedEx,TRK686249,4/1/2024,Shipped
5323,5323,6/17/2024,UPS,TRK304442,6/25/2024,Delivered
5324,5324,1/24/2024,DHL,TRK021846,1/28/2024,Delivered
5325,5325,7/14/2024,FedEx,TRK652491,7/19/2024,Shipped
5326,5326,9/28/2024,UPS,TRK817668,9/29/2024,Pending
5327,5327,8/24/2024,DHL,TRK823463,8/27/2024,Cancelled
5328,5328,7/18/2024,FedEx,TRK084794,7/22/2024,Shipped
5329,5329,6/26/2024,UPS,TRK127264,6/29/2024,Shipped
5330,5330,8/8/2024,DHL,TRK001856,8/11/2024,Pending
5331,5331,12/3/2023,FedEx,TRK586174,12/10/2023,Cancelled
5332,5332,8/4/2024,UPS,TRK587521,8/9/2024,Delivered
5333,5333,12/10/2023,DHL,TRK673291,12/13/2023,Pending
5334,5334,9/28/2024,FedEx,TRK336260,10/4/2024,Delivered
5335,5335,7/21/2024,UPS,TRK290104,7/23/2024,Delivered
5336,5336,7/16/2024,DHL,TRK376024,7/19/2024,Shipped
5337,5337,12/13/2023,FedEx,TRK841263,12/19/2023,Shipped
5338,5338,3/7/2024,UPS,TRK069993,3/9/2024,Delivered
5339,5339,11/30/2023,DHL,TRK664297,12/5/2023,Shipped
5340,5340,1/12/2024,FedEx,TRK881758,1/16/2024,Shipped
5341,5341,10/19/2024,UPS,TRK738857,10/25/2024,Shipped
5342,5342,8/29/2024,DHL,TRK254320,9/3/2024,Shipped
5343,5343,4/24/2024,FedEx,TRK620647,4/29/2024,Shipped
5344,5344,5/24/2024,UPS,TRK394323,5/28/2024,Cancelled
5345,5345,10/10/2024,DHL,TRK450784,10/13/2024,Shipped
5346,5346,2/26/2024,FedEx,TRK308796,2/28/2024,Shipped
5347,5347,5/27/2024,UPS,TRK930089,6/1/2024,Shipped
5348,5348,4/24/2024,DHL,TRK854182,4/30/2024,Delivered
5349,5349,11/12/2023,FedEx,TRK361668,11/15/2023,Shipped
5350,5350,9/20/2024,UPS,TRK527497,9/26/2024,Pending
5351,5351,11/4/2024,DHL,TRK198406,11/11/2024,Shipped
5352,5352,6/13/2024,FedEx,TRK334791,6/16/2024,Shipped
5353,5353,11/27/2023,UPS,TRK728722,12/4/2023,Delivered
5354,5354,4/8/2024,DHL,TRK394698,4/11/2024,Delivered
5355,5355,9/11/2024,FedEx,TRK737720,9/17/2024,Shipped
5356,5356,10/4/2024,UPS,TRK142714,10/10/2024,Shipped
5357,5357,11/15/2023,DHL,TRK860494,11/23/2023,Pending
5358,5358,11/1/2024,FedEx,TRK395080,11/8/2024,Pending
5359,5359,12/7/2023,UPS,TRK933378,12/9/2023,Cancelled
5360,5360,11/23/2023,DHL,TRK423684,11/28/2023,Pending
5361,5361,12/21/2023,FedEx,TRK638156,12/25/2023,Delivered
5362,5362,11/6/2024,UPS,TRK828949,11/12/2024,Delivered
5363,5363,5/12/2024,DHL,TRK609197,5/13/2024,Delivered
5364,5364,1/24/2024,FedEx,TRK356956,1/26/2024,Shipped
5365,5365,3/8/2024,UPS,TRK948340,3/10/2024,Cancelled
5366,5366,8/18/2024,DHL,TRK978306,8/24/2024,Delivered
5367,5367,7/26/2024,FedEx,TRK121893,8/2/2024,Shipped
5368,5368,8/20/2024,UPS,TRK602722,8/26/2024,Delivered
5369,5369,10/9/2024,DHL,TRK439303,10/13/2024,Shipped
5370,5370,5/22/2024,FedEx,TRK417100,5/27/2024,Delivered
5371,5371,5/6/2024,UPS,TRK610338,5/10/2024,Cancelled
5372,5372,11/7/2024,DHL,TRK432143,11/8/2024,Delivered
5373,5373,12/9/2023,FedEx,TRK840527,12/16/2023,Shipped
5374,5374,6/24/2024,UPS,TRK376267,6/25/2024,Pending
5375,5375,6/2/2024,DHL,TRK369981,6/8/2024,Shipped
5376,5376,9/27/2024,FedEx,TRK032209,9/30/2024,Shipped
5377,5377,3/18/2024,UPS,TRK275840,3/23/2024,Shipped
5378,5378,9/23/2024,DHL,TRK335801,9/25/2024,Pending
5379,5379,4/9/2024,FedEx,TRK938806,4/12/2024,Shipped
